Sr No,Date dd/mm/yyyy,Startup Name,Industry Vertical,SubVertical,Investors Name,InvestmentnType,Amount in USD,Remarks,City
2477,03/08/2015,Oyorooms,Budget Hotel accommodation brand,,"SoftBank Group, Greenoaks Capital, Sequoia Capital,\\xc2\\xa0 Lightspeed India",Private Equity,100000000,Series B,New Delhi
2479,03/08/2015,Wizrocket,User Engagment & Analytics platform,,"Sequoia Capital, Accel Partners",Private Equity,9600000,Series B,Mumbai
2480,04/08/2015,Pickingo,On-Demand Delivery Logistics,,"Orios Venture Partners, Zishaan Hayath",Private Equity,1300000,Series A,New Delhi
2481,05/08/2015,Grex,fund raising platform for startups,,"Kunal Bajaj, Chandru Badrinarayanan",Seed Funding,650000,,Pune
2482,05/08/2015,LetsTransport,Logistics Tech Platform,,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Funding,1300000,,Bangalore
2483,05/08/2015,Zo Rooms,Online budget hotel chain,,"Tiger Global Management, Orios Venture Partners",Private Equity,30000000,Series A,New Delhi
2484,05/08/2015,Doormint,Hyperlocal Handyman services,,"Helion Venture Partners, Kalaari Capital",Private Equity,3000000,Series A,Mumbai
2485,05/08/2015,NightStay,hotel booking app,,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Funding,500000,,Noida
2487,05/08/2015,Sunday Realty Solutions,Tech Platform for property brokers,,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed Funding,785000,,Mumbai
2489,06/08/2015,Appvigil,App security\\xc2\\xa0 testing platform,,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",Seed Funding,500000,pre Series-A,Mumbai
2490,06/08/2015,practo,Doctor Appointment booking app,,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Private Equity,90000000,Series C,Bangalore
2493,06/08/2015,Ketto,Crowd funding platform,,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",Seed Funding,700000,,Mumbai
2494,06/08/2015,Ezetap,Mobile based PoS solution,,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Private Equity,25000000,Series C,Bangalore
2496,07/08/2015,Carl\\xe2\\x80\\x99s Jr,Fast food Chain Franchisee,,YouWeCan Ventures,Seed Funding,630000,,Gurgaon
2497,07/08/2015,EasyRewardz,Loyalty Programs & Reward Points,,"Wealth First, Ashneer Grover, Atul Phadnis",Private Equity,500000,Pre-Series A,Mumbai
2501,10/08/2015,MyTaxiIndia,Taxi Rental platform,,"Nihon Kotsu,",Private Equity,500000,Pre Series-A,Gurgaon
2502,10/08/2015,eSadar,ecommerce,,"Neha Vats, Gaurav Vats",Seed Funding,80000,,New Delhi
2504,10/08/2015,MyPoolin,mobile social network,,QPrize from Qualcomm Ventures,Seed Funding,250000,QPrize Contest Winners,New Delhi
2505,10/08/2015,NearBuy (previously\\xc2\\xa0 groupon India),Hyper-Local Ecommerce,,Sequoia Capital,Private Equity,16000000,Series A,New Delhi
2506,10/08/2015,Inkmonk,Online printing marketplace,,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",Seed Funding,250000,,Chennai
2507,10/08/2015,ToneTag,mobile payment software platform,,Reliance Capital Venture,Private Equity,1000000,Series A,Bangalore
2508,10/08/2015,Grey Orange,Automated Storage & Warehousing Solution,,Tiger Global Management,Private Equity,30000000,Series B,Gurgaon
2509,11/08/2015,Livspace,Home Design & D\\xc3\\xa9cor solutions,,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Private Equity,8000000,Series A,Bangalore
2510,11/08/2015,WOW! MOMO,Quick Service Restaurant Chain,,Indian Angel Network,Seed Funding,1600000,,Kolkata
2511,11/08/2015,RainCan,Subscription based Online Grocery platform,,Ajeet Khurana & Others,Seed Funding,100000,,Pune
2512,11/08/2015,Allygrow Technologies,engineering services company,,Zodius Technology Fund,Private Equity,20000000,Series A,Mumbai
2513,11/08/2015,Infogain,Business and IT consulting,,ChrysCapital,Private Equity,63000000,,New Delhi / US
2514,12/08/2015,OneAssist,Credit Card Fraud protection solutions,,"Sequoia Capital, Lightspeed Ventures",Private Equity,7500000,Series B,Mumbai
2515,12/08/2015,BigBasket,Online & mobile Grocery store,,Bessemer Venture Partners,Private Equity,50000000,Series C,Bangalore
2516,12/08/2015,Sheroes,Career Community for Women,,"Quintillion Media, 500 Startups",Seed Funding,770000,,Noida
2517,12/08/2015,Scripbox,Mutual Fund Investing platform,,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity,2500000,Series A,Bangalore
2518,13/08/2015,etaout,Ecommerce Marketing Software Platform,,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham &\\xc2\\xa0 Group of other Angel investors",Seed Funding,500000,,Noida
2519,13/08/2015,IFMR Holdings,Financial Inclusion platform,,"Accion, LeapFrog Investments, Lok Capital",Private Equity,25000000,Series B,Chennai
2521,13/08/2015,Agrostar,Mobile Commerce for Farmers,,IDG Ventures,Private Equity,4000000,Series A,Pune
2522,14/08/2015,VoxWeb,Picture based Social App,,Jitendra Gupta & others,Seed Funding,100000,,Mumbai
2523,14/08/2015,Trukky,Logistics service platform,,"Gujarat based angel investors, MMY co-Founder",Seed Funding,245000,,Ahmedabad
2525,17/08/2015,Edu4Share,Exam Preparation Platform,,Nalin Jain & other angel investors,Seed Funding,220000,,New Delhi
2527,17/08/2015,Sampurnearth,Waste Management Solutions,,"Intellecap Impact Investment Network, family office fund",Seed Funding,160000,,Mumbai
2531,17/08/2015,ShadowFax,on-demand delivery service,,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik",Seed Funding,310000,,Gurgaon
2533,18/08/2015,Roposo,Fashion Discovery platform,,Tiger Global,Private Equity,15000000,Series B,Gurgaon
2534,18/08/2015,IntelligenceNODE,Data Analytics Platform,,"New Enterprise Associates, Orios Venture Partners",Private Equity,4200000,Series A,Mumbai
2535,18/08/2015,HyperVerge,Deep Learning Cloud Algorithms,,"NEA, Milliways Ventures, Naya Ventures",Seed Funding,1000000,,Chennai
2538,18/08/2015,Zoojoo.be,Corporate Wellness App,,RoundGlass Partners,Private Equity,1000000,Series A,Bangalore
2540,19/08/2015,TimeSaverz,"Hyperlocal Maintenance, Repair & Cleaning services",,Unilazer Ventures,Private Equity,2400000,,Mumbai
2542,19/08/2015,MebelKart,Online Furniture Marketplace,,AskMe,Private Equity,20000000,,Bangalore
2543,20/08/2015,LabsAdvisor,Online Diagnostic Tests Marketplace,,Group of Angel Investors,Seed Funding,156000,,New Delhi
2544,20/08/2015,Flatpebble,Online marketplace for Photographers,,Indian Angel Network,Seed Funding,600000,,Hyderabad
2545,20/08/2015,Bluegape.com,Visual Blogging platform,,"ah! Ventures, Times Internet, Rudy Gopalakrishnan",Seed Funding,600000,,New Delhi
2546,21/08/2015,ePoise,Job Search Platform,,"Orios Venture Partners, Amit Ranjan & others",Seed Funding,500000,,Bangalore
2547,24/08/2015,Jolly Food Fellow,Food Customer analytics platform,,The 1947,Seed Funding,300000,,Ahmedabad
2548,24/08/2015,BookMeIn,Professional Service Appointment booking service,,Ajmera Group of Companies,Seed Funding,400000,,Mumbai
2551,25/08/2015,Qyk App,On-Demand App based Professional service provider,,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua",Private Equity,1000000,pre-series A,Bangalore
2552,25/08/2015,EazyDiner,Restaurant Reservation Platform,,"DSG Consumer Partners, Saama Capital",Private Equity,3000000,Series A,Gurgaon
2553,25/08/2015,RevX,Cross-channel CRM platform,,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital",Private Equity,4000000,Series A,Mumbai
2554,25/08/2015,ICustomMadeIt,Professional Custom creators Marketplace,,Group of Angel Investors,Seed Funding,250000,,Pune
2555,26/08/2015,PickMyLaundry,on-Demand Washing & Dry-Cleaning,,GHV Accelerator,Seed Funding,100000,,New Delhi
2556,26/08/2015,Belita,On-Demand Beauty Service,,"India Quotient, LetsVenture investors, Lead Angels",Seed Funding,400000,,Mumbai
2558,26/08/2015,FoodTalkIndia,Online Food Community Platform,,Undisclosed Investor,Seed Funding,500000,,Gurgaon
2563,28/08/2015,Vyomo,Beauty & Lifestyle Mobile Marketplace,,Rocket Internet,Private Equity,2000000,Pre-Series A,Bangalore
2564,28/08/2015,RollMafia,QSR Restaurant Chain,,Equentia Natural Resources,Seed Funding,160000,,Pune
2566,31/08/2015,DropKaffe,Online Coffee Delivery platform,,"Manish Singhal, P39 Capital & Others",Seed Funding,300000,,Bangalore
2567,31/08/2015,Reverie,Language Localization Cloud platform,,"Aspada Investment Advisors, Qualcomm Ventures",Private Equity,4000000,Series A,Bangalore
2571,01/07/2015,Cloudcherry Analytics,CRM / Analytics platform,,"The Chennai Angels, IDG Ventures India",Seed Funding,1000000,,Chennai
2572,01/07/015,HandyHome,Hyperlocal Electronics repair Service,,"Bessemer Ventures, Kae Capital",Seed Funding,630000,,Mumbai
2575,01/07/2015,NxtGen,IT infrastructure & Data Center services,,"IFC, Axon Partners, Intel Capital",Private Equity,13500000,Series A,Bangalore
2576,02/07/2015,BankBazaar,Online Financial Services,,"Amazon, Fidelity Growth Partners, Mousse Partners",Private Equity,60000000,Series C\\n(More here),Chennai
2577,02/07/2015,Gozoomo,Used Car Marketplace,,SAIF Partners,Private Equity,5000000,Series A,Bangalore
2578,02/07/2015,Zenatix,Internet of Things platform,,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna",Seed Funding,161000,,Gurgaon
2579,03/07/2015,CultureAlley,Language Learning App,,Tiger Global,Private Equity,6500000,Series A,Jaipur
2581,03/07/2015,Gingercrush,Custom Merchandize platform,,"Gokul Jaykrishna, Brand Capital",Seed Funding,1000000,,Ahmedabad
2583,04/07/2015,Stitchwood,Custom Furniture Marketplace,,"Powai Lake Ventures, Ajeet Khurana & others",Seed Funding,395000,,Mumbai
2586,06/07/2015,Paper Boat,Ethnic Beverages manufacturer,,"Sofina, Hillhouse Capital",Private Equity,30000000,Series B,Gurgaon
2588,07/07/2015,Wudstay,Budget Accommodation aggregator,,"Mangroves Capital Partners, Vikas Saxena",Private Equity,3000000,Series A,Gurgaon
2589,07/07/2015,Liases Foras,Real Estate Rating & Analysis,,DMG information Asia Pacific,Private Equity,5000000,Series A,New Delhi
2593,08/07/2015,Saavn,Music Streaming App,,"Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest",Private Equity,100000000,Series C,Mumbai
2594,08/07/2015,Flytxt,Big Data & Analytics platform,,"Sunrise Capital GmBH, Big Data Investments B.V",Private Equity,11000000,Series A,Mumbai / Global
2595,08/07/2015,Axtria,Big Data & Analytics platform,,"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",Private Equity,30000000,Series C,India / US
2596,08/07/2015,33Coupons,Coupon Aggregator Platform,,Not Disclosed,Seed Funding,20000,,Kanpur
2598,08/07/2015,Hopping Chef,Online Food-Tech Platform,,Mirah Hospitality,Seed Funding,470000,Strategic Investment,Mumbai
2599,08/07/2015,Collectabillia,Celebrity Fashion Brand,,Accel Partners,Private Equity,7500000,Series B,Bangalore
2600,08/07/2015,Lendingkart,Online Finance lending platform,,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta",Private Equity,10000000,Series A,Ahmedabad
2601,08/07/2015,Lybrate,Healthcare Mobile App,,"Tiger Global Management, Ratan Tata, Nexus Venture Partners",Private Equity,10200000,Series A,New Delhi
2602,08/07/2015,Zoomcar,Self-driven vehicle rental,,"Sequoia Capital, Empire Angels, NGP",Private Equity,11000000,Series B,Bangalore
2613,14/07/2015,MySmartPrice,Online comparison engine,,"Accel Partners, Helion Venture Partners",Private Equity,10000000,Series B,Hyderabad
2615,14/07/2015,Boxmyspace,Physical Storage warehouses,,"Ritesh Veera, Singapore Angel Network, Orios Venture Partners,",Seed Funding,300000,,Mumbai
2616,14/07/2015,HackerRank,Tech Recruitment platform,,HR Technology fund,Private Equity,7500000,Series C,Bangalore
2617,14/07/2015,WickedRide,Bike Rental Platform,,Undisclosed,Seed Funding,790000,,Bangalore
2618,14/07/2015,WoWexpress,Tech enabled logistics platform,,Tamarind Family Private Trust,Seed Funding,500000,,Mumbai
2619,15/07/2015,Oyo Rooms,Budget Hotel Accommodation,,"Softbank, Sequoia Capital",Private Equity,100000000,Series B,Gurgaon
2620,15/07/2015,Mobikon,Restaurant customer engagement platform,,Jungle Ventures,Private Equity,2300000,Series B,Pune
2622,15/07/2015,Roadrunnr,Hyper local logistics platform,,"Sequoia Capital, Nexus Venture Partners, Blume Ventures",Private Equity,11000000,Series A,Bangalore
2623,16/07/2015,Ketto,Crowd Funding Platform,,"Pradyumna Dalmia, Sudhir Rao & Others",Seed Funding,700000,,Mumbai
2624,17/07/2015,QuikWallet,F&B sector Mobile Payment platform,,Snow Leopard Technology Ventures,Private Equity,1600000,Follow on Funding,Mumbai
2625,17/07/2015,Omnikart,Industrial Supplies B2B ecommerce,,"Sumit Gandhi, Manish Gandhi",Seed Funding,100000,,Mumbai
2626,20/07/2015,Zo Rooms,Online budget hotel chain,,"Tiger Global, Orios Venture Partners.",Private Equity,15000000,No confirmation,New Delhi
2627,20/07/2015,Innoviti,Payment Solutions platform,,"Catamaran Ventures, New India Investment Corporation",Private Equity,4850000,Series A,Bangalore
2629,21/07/2015,Joy by nature,Organic Food ecommerce,,"Mumbai Angels, Vriddhi Fund, Others",Private Equity,1000000,Series A,New Delhi
2630,22/07/2015,Iqlect,Big Data & Analytics platform,,Exfinity Venture Partners,Private Equity,2000000,Series A,Bangalore
2631,22/07/2015,deGustibus,Fine Dining Restaurant Chain,,India Value Fund Advisors,Private Equity,30000000,Late Stage,Mumbai
2632,23/07/2015,Nestaway,Luxury Rental Homes,,"Flipkart, Tiger Global",Private Equity,12750000,Series A,Bangalore
2633,23/07/2015,Mswipe,Mobile Point of Sale payment solution,,"Falcon Edge Capital, Meru Capital, Ola, Matrix Partners, DSG Consumer Partners, Axis Bank",Private Equity,25000000,Series B,
2634,23/07/2015,Myonsto,Online Grocers,,Jayant Bokadia,Seed Funding,320000,,Ahmedabad
2636,23/07/2015,MedGenome,Clinical Genomics Provider,,Sequoia Capital,Private Equity,20000000,Series B,Bangalore
2637,23/07/2015,HolidayIQ,Travel information portal,,MakeMyTrip,Private Equity,15000000,Strategic Investment,Bangalore
2638,23/07/2015,Fitternity,Fitness Marketplace,,Exfinity Venture Partners,Private Equity,1000000,Series A,Mumbai
2639,23/07/2015,Quikr,Online & Mobile classified listings,,"AB Kinnevik, Falcon Edge Capital, Coatue Management",Private Equity,60000000,Late Stage,Mumbai
2641,24/07/2015,BroEx,Real Estate Broker network App,,Lightspeed India,Private Equity,1000000,Bridge round,Gurgaon
2643,25/07/2015,CredR,Used Bikes Marketplace,,Fidelity Growth Partners,Private Equity,15000000,Series A,Mumbai
2644,27/07/2015,ManageMySpa,Spa & Salon Management Software,,Accel Partners,Private Equity,6000000,Series A,Hyderabad
2648,28/07/2015,Pepperfry,Online home d\\xc3\\xa9cor marketplace,,"Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners.",Private Equity,100000000,Series D,Mumbai
2649,28/07/2015,Flipkart.com,Online Marketplace,,Steadview Capital and existing investors,Private Equity,700000000,"Late Stage, 10th Round More here",Bangalore
2650,28/07/2015,Opinio,Hyperlocal food & grocery store,,"Accel Partners, Traxcn Labs & Others",Seed Funding,1300000,,Bangalore
2651,28/07/2015,Zoctr,Health-Tech platform,,"Sandeep Parwal, Krishan Gupta & Others",Seed Funding,1000000,,Mumbai
2652,29/07/2015,Zimmber,Hyperlocal Handyman Services,,"IDG Ventures India, Omidyar Network, Sherpalo Ventures,\\xc2\\xa0 Mohandas Pai",Private Equity,2000000,Series A,Mumbai
2653,29/07/2015,trueHb,Medical Tech Instruments,,"Sachin and Binny Bansal, Malvinder and Shivinder Singh, Gurpreet Singh & others",Seed Funding,2400000,,New Delhi
2654,29/07/2015,Zovi.com / Little App,Hyperlocal Deals Marketplace,,"Paytm, SAIF Partners,\\xc2\\xa0 Tiger Global Management & others",Private Equity,50000000,Series A,Bangalore
2655,29/07/2015,Swajal,Innovative Water Solutions,,Abhishek Gupta,Private Equity,1200000,Series A,Gurgaon
2656,30/07/2015,Pipa Bella,Online Jewelry Store,,LionRock Capital,Private Equity,600000,Pre-Series A,Mumbai
2657,30/07/2015,Pragmatix,Business intelligence & Analytics,,SIDBI Venture Capital Ltd,Private Equity,2400000,Series A,Mumbai
2658,30/07/2015,Droom.in,Used Vehicle Marketplace,,"Lightbox Ventures, Beenos",Private Equity,16000000,Series A,New Delhi
2659,30/07/2015,MadRat Games,Educational Board Games,,"Kunal Bahl, Rohit Bansal",Seed Funding,168000,,Bangalore
2660,30/07/2015,Noodle Play,Chinese food delivery,,"Elliot Stechman, Gautam Sinha, Ambarish Ray",Seed Funding,168000,,Mumbai
2663,31/07/2015,LazyLad,Hyperlocal Grocery App,,"Jai Choi, Kiyohiro Sugashita, Hirokazu",Private Equity,500000,pre-Series A,Gurgaon
2665,31/07/2015,Prothom,Hasbro Toy Manufacturer,,Oliphabs Capital,Private Equity,2000000,Series A,Pune
2666,31/07/2015,Bona Vita,Travel Tech,,MakeMyTrip,Private Equity,5000000,Strategic Investment,Gurgaon
2668,01/06/2015,Veeba Foods,Healthy Food Manufacturer,,"DSG Consumer Partners, Saama Capital.",Private Equity,6000000,Series B,New Delhi
2669,01/06/2015,Truebil,Used Car Marketplace,,"Kae Capital, Anupam Mittal",Seed Funding,500000,,Mumbai
2670,01/06/2015,Meritnation,Online Learning Platform,,InfoEdge,Private Equity,4000000,Series C,New Delhi
2671,01/06/2015,Eattreatonline,Healthy Food Online Community,,Group of 15 Angel Investors,Seed Funding,350000,,New Delhi
2673,01/06/2015,Glamrs,Online Fashion Video Portal,,"Ventureworks India, Blume Ventures, Batlivala & Karani Securities, Nikunj Jhaveri",Private Equity,1000000,Pre-Series A,Mumbai
2674,01/06/2015,Proviera,Probiotic Technology Products Manufacturer,,Infuse Ventures,Private Equity,550000,,Chennai
2675,01/06/2015,Arth DesignBuild,Architectural Design & Consulting,,Srinivas Tirupati,Seed Funding,500000,,Hyderabad
2676,02/06/2015,Saama,Big Data & Analytics Services,,Carrick Capital Partners,Private Equity,35000000,Series A,Pune / US
2677,02/06/2015,AllIzHealth,Preventive Healthcare Services,,Mumbai Angels & Other angel investors,Seed Funding,350000,,Pune
2680,03/06/2015,Propstack,Real Estate Intelligence Platform,,DMG Information,Private Equity,3000000,Series A,Mumbai
2681,03/06/2015,MyTaxiIndia,Online Car Rental Affiliates,,Green House Ventures,Seed Funding,100000,,New Delhi
2682,03/06/2015,Arkin Net,Data Center Software platform,,Nexus Venture Partners,Private Equity,15000000,Series B,Pune / US
2683,03/06/2015,Little Black Book Delhi,Online City & Lifestyle Guide,,"Rajan Anandan, Niraj Singh, Sachin Bhatia, Singapore Angel Network & Aseem Vadehra",Seed Funding,150000,,New Delhi
2685,03/06/2015,iCustomadeit,Bespoke Merchandize Marketplace,,"Virendra Shahney, Dr Paresh Doshi",Seed Funding,250000,,Pune
